State,District,Season,forecast_T_Avg,forecast_R_Total,T_Avg_anomaly_z,R_Total_anomaly_z,Climate_Label,method_T_Avg,method_R_Total,history_years,status
Arunachal Pradesh,Upper Siang,Rabi,12.126,421.72,-0.251,0.653,Normal,prophet,prophet,26,ok
Arunachal Pradesh,Upper Siang,Summer,17.148,1232.43,-0.397,0.369,Normal,prophet,prophet,27,ok
Arunachal Pradesh,Upper Siang,Whole Year,16.404,2667.0,0.55,0.007,Normal,prophet,prophet,26,ok
Arunachal Pradesh,Upper Siang,Winter,10.405,84.56,-0.315,0.024,Normal,prophet,prophet,26,ok
Arunachal Pradesh,Upper Subansiri,Autumn,15.407,827.85,0.796,0.197,Normal,prophet,prophet,26,ok
Arunachal Pradesh,Upper Subansiri,Kharif,17.748,1733.01,1.444,-0.025,Hotter than normal,prophet,prophet,26,ok
Arunachal Pradesh,Upper Subansiri,Rabi,8.564,357.98,-0.026,0.799,Normal,prophet,prophet,26,ok
Arunachal Pradesh,Upper Subansiri,Summer,13.486,1188.94,0.051,0.584,Normal,prophet,prophet,27,ok
Arunachal Pradesh,Upper Subansiri,Whole Year,12.778,2373.83,0.701,0.179,Normal,prophet,prophet,26,ok
Arunachal Pradesh,Upper Subansiri,Winter,6.988,68.87,-0.064,0.048,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Kameng,Autumn,12.38,429.89,0.756,0.279,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Kameng,Kharif,14.693,966.83,1.308,0.269,Hotter than normal,prophet,prophet,26,ok
Arunachal Pradesh,West Kameng,Rabi,5.89,196.02,0.362,0.96,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Kameng,Summer,10.892,737.93,0.793,0.77,Normal,prophet,prophet,27,ok
Arunachal Pradesh,West Kameng,Whole Year,9.971,1327.06,0.989,0.267,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Kameng,Winter,4.362,28.96,0.238,-0.329,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Siang,Autumn,20.724,1038.76,0.75,0.203,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Siang,Kharif,22.942,2199.08,1.691,0.016,Hotter than normal,prophet,prophet,26,ok
Arunachal Pradesh,West Siang,Rabi,14.174,465.51,-0.306,0.765,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Siang,Summer,19.177,1486.53,-0.458,0.444,Normal,prophet,prophet,27,ok
Arunachal Pradesh,West Siang,Whole Year,18.21,3068.46,0.136,0.219,Normal,prophet,prophet,26,ok
Arunachal Pradesh,West Siang,Winter,12.511,85.75,-0.264,-0.087,Normal,prophet,prophet,26,ok
Assam,Baksa,Autumn,26.401,473.87,0.42,-0.285,Normal,prophet,prophet,26,ok
Assam,Baksa,Kharif,28.706,1093.68,1.005,-0.386,Hotter than normal,prophet,prophet,26,ok
Assam,Baksa,Rabi,20.948,233.39,0.533,0.317,Normal,prophet,prophet,26,ok
Assam,Baksa,Summer,27.067,929.55,0.901,-0.026,Normal,prophet,prophet,27,ok
Assam,Baksa,Whole Year,24.864,1661.34,0.766,-0.421,Normal,prophet,prophet,26,ok
Assam,Baksa,Winter,19.164,22.7,0.478,-0.352,Normal,prophet,prophet,26,ok
Assam,Barpeta,Autumn,26.401,473.87,0.42,-0.285,Normal,prophet,prophet,26,ok
Assam,Barpeta,Kharif,28.706,1093.68,1.005,-0.386,Hotter than normal,prophet,prophet,26,ok
Assam,Barpeta,Rabi,20.948,233.39,0.533,0.317,Normal,prophet,prophet,26,ok
Assam,Barpeta,Summer,27.067,929.55,0.901,-0.026,Normal,prophet,prophet,27,ok
Assam,Barpeta,Whole Year,24.864,1661.34,0.766,-0.421,Normal,prophet,prophet,26,ok
Assam,Barpeta,Winter,19.164,22.7,0.478,-0.352,Normal,prophet,prophet,26,ok
Assam,Biswanath,Autumn,23.934,677.61,0.214,-0.026,Normal,prophet,prophet,26,ok
Assam,Biswanath,Kharif,26.187,1477.35,1.394,0.034,Hotter than normal,prophet,prophet,26,ok
Assam,Biswanath,Rabi,18.27,296.46,-0.184,0.756,Normal,prophet,prophet,26,ok
Assam,Biswanath,Summer,23.888,966.63,0.272,0.245,Normal,prophet,prophet,27,ok
Assam,Biswanath,Whole Year,22.174,2035.44,0.282,-0.106,Normal,prophet,prophet,26,ok
Assam,Biswanath,Winter,16.492,48.35,-0.193,-0.335,Normal,prophet,prophet,26,ok
Assam,Bongaigaon,Autumn,26.012,617.27,0.015,-0.205,Normal,prophet,prophet,26,ok
Assam,Bongaigaon,Kharif,28.352,1436.08,1.105,-0.13,Hotter than normal,prophet,prophet,26,ok
Assam,Bongaigaon,Rabi,20.373,266.14,-0.083,0.388,Normal,prophet,prophet,26,ok
Assam,Bongaigaon,Summer,26.43,1139.16,0.418,0.211,Normal,prophet,prophet,27,ok
Assam,Bongaigaon,Whole Year,24.37,2026.03,0.181,-0.375,Normal,prophet,prophet,26,ok
Assam,Bongaigaon,Winter,18.583,18.74,0.017,-0.314,Normal,prophet,prophet,26,ok
Assam,Cachar,Autumn,24.363,693.82,0.251,-0.087,Normal,prophet,prophet,26,ok
Assam,Cachar,Kharif,26.329,1378.33,1.325,-0.204,Hotter than normal,prophet,prophet,26,ok
Assam,Cachar,Rabi,19.532,342.71,0.268,-0.041,Normal,prophet,prophet,26,ok
Assam,Cachar,Summer,24.962,1028.0,0.416,0.102,Normal,prophet,prophet,27,ok
Assam,Cachar,Whole Year,23.005,2045.23,0.716,-0.236,Normal,prophet,prophet,26,ok
Assam,Cachar,Winter,17.787,69.57,0.433,-0.231,Normal,prophet,prophet,26,ok
Assam,Charaideo,Autumn,25.593,754.63,-0.121,0.109,Normal,prophet,prophet,26,ok
Assam,Charaideo,Kharif,27.827,1564.33,0.952,0.092,Normal,prophet,prophet,26,ok
Assam,Charaideo,Rabi,19.819,356.29,-0.634,0.431,Normal,prophet,prophet,26,ok
Assam,Charaideo,Summer,25.188,1018.11,-1.098,0.218,Cooler than normal,prophet,prophet,27,ok
Assam,Charaideo,Whole Year,23.639,2239.68,-0.692,0.1,Normal,prophet,prophet,26,ok
Assam,Charaideo,Winter,18.128,77.3,-0.414,-0.07,Normal,prophet,prophet,26,ok
Assam,Chirang,Autumn,26.012,617.27,0.015,-0.205,Normal,prophet,prophet,26,ok
Assam,Chirang,Kharif,28.352,1436.08,1.105,-0.13,Hotter than normal,prophet,prophet,26,ok
Assam,Chirang,Rabi,20.373,266.14,-0.083,0.388,Normal,prophet,prophet,26,ok
Assam,Chirang,Summer,26.43,1139.16,0.418,0.211,Normal,prophet,prophet,27,ok
Assam,Chirang,Whole Year,24.37,2026.03,0.181,-0.375,Normal,prophet,prophet,26,ok
Assam,Chirang,Winter,18.583,18.74,0.017,-0.314,Normal,prophet,prophet,26,ok
Assam,Darrang,Autumn,26.224,468.17,0.479,-0.209,Normal,prophet,prophet,26,ok
Assam,Darrang,Kharif,28.422,1070.77,0.864,-0.312,Normal,prophet,prophet,26,ok
Assam,Darrang,Rabi,20.929,232.73,0.422,0.393,Normal,prophet,prophet,26,ok
Assam,Darrang,Summer,26.821,899.67,0.572,-0.005,Normal,prophet,prophet,27,ok
Assam,Darrang,Whole Year,24.743,1617.38,0.693,-0.379,Normal,prophet,prophet,26,ok
Assam,Darrang,Winter,19.149,22.54,0.39,-0.392,Normal,prophet,prophet,26,ok
Assam,Dhemaji,Autumn,26.85,892.8,0.787,-0.003,Normal,prophet,prophet,26,ok
Assam,Dhemaji,Kharif,29.02,1911.8,1.459,0.019,Hotter than normal,prophet,prophet,26,ok
Assam,Dhemaji,Rabi,20.769,440.18,-0.34,0.515,Normal,prophet,prophet,26,ok
Assam,Dhemaji,Summer,26.022,1242.59,-1.005,0.247,Cooler than normal,prophet,prophet,27,ok
Assam,Dhemaji,Whole Year,24.665,2742.95,-0.015,0.153,Normal,prophet,prophet,26,ok
Assam,Dhemaji,Winter,19.14,89.41,-0.036,-0.124,Normal,prophet,prophet,26,ok
Assam,Dhubri,Autumn,26.228,884.8,0.013,0.111,Normal,prophet,prophet,26,ok
Assam,Dhubri,Kharif,28.524,1912.99,1.065,0.253,Hotter than normal,prophet,prophet,26,ok
Assam,Dhubri,Rabi,20.813,352.22,-0.139,0.534,Normal,prophet,prophet,26,ok
Assam,Dhubri,Summer,27.418,1286.59,0.702,0.369,Normal,prophet,prophet,27,ok
Assam,Dhubri,Whole Year,24.793,2464.24,0.132,-0.242,Normal,prophet,prophet,26,ok
Assam,Dhubri,Winter,18.839,24.61,0.018,-0.102,Normal,prophet,prophet,26,ok
Assam,Dibrugarh,Autumn,26.85,892.8,0.787,-0.003,Normal,prophet,prophet,26,ok
Assam,Dibrugarh,Kharif,29.02,1911.8,1.459,0.019,Hotter than normal,prophet,prophet,26,ok
Assam,Dibrugarh,Rabi,20.769,440.18,-0.34,0.515,Normal,prophet,prophet,26,ok
Assam,Dibrugarh,Summer,26.022,1242.59,-1.005,0.247,Cooler than normal,prophet,prophet,27,ok
Assam,Dibrugarh,Whole Year,24.665,2742.95,-0.015,0.153,Normal,prophet,prophet,26,ok
Assam,Dibrugarh,Winter,19.14,89.41,-0.036,-0.124,Normal,prophet,prophet,26,ok
Assam,Dima Hasao,Autumn,23.947,525.68,0.736,-0.322,Normal,prophet,prophet,26,ok
Assam,Dima Hasao,Kharif,25.9,1029.93,1.423,-0.512,Hotter than normal,prophet,prophet,26,ok
Assam,Dima Hasao,Rabi,18.899,259.7,0.308,-0.17,Normal,prophet,prophet,26,ok
Assam,Dima Hasao,Summer,24.519,740.35,1.04,-0.115,Hotter than normal,prophet,prophet,27,ok
Assam,Dima Hasao,Whole Year,22.493,1505.69,1.005,-0.558,Hotter than normal,prophet,prophet,26,ok
Assam,Dima Hasao,Winter,17.156,52.73,0.272,-0.284,Normal,prophet,prophet,26,ok
Assam,Goalpara,Autumn,26.11,723.45,-0.205,-0.005,Normal,prophet,prophet,26,ok
Assam,Goalpara,Kharif,28.412,1648.48,0.914,0.046,Normal,prophet,prophet,26,ok
Assam,Goalpara,Rabi,20.48,308.9,-0.188,0.405,Normal,prophet,prophet,26,ok
Assam,Goalpara,Summer,26.883,1215.12,0.886,0.112,Normal,prophet,prophet,27,ok
Assam,Goalpara,Whole Year,24.48,2252.51,0.055,-0.341,Normal,prophet,prophet,26,ok
Assam,Goalpara,Winter,18.591,24.04,-0.029,-0.302,Normal,prophet,prophet,26,ok
Assam,Golaghat,Autumn,25.669,656.86,0.085,0.086,Normal,prophet,prophet,26,ok
Assam,Golaghat,Kharif,27.996,1292.43,1.292,-0.188,Hotter than normal,prophet,prophet,26,ok
Assam,Golaghat,Rabi,20.022,275.59,-0.504,0.428,Normal,prophet,prophet,26,ok
Assam,Golaghat,Summer,26.353,715.77,0.761,-0.504,Normal,prophet,prophet,27,ok
Assam,Golaghat,Whole Year,24.062,1731.38,0.081,-0.523,Normal,prophet,prophet,26,ok
Assam,Golaghat,Winter,18.079,52.65,-0.464,-0.28,Normal,prophet,prophet,26,ok
Assam,Hailakandi,Autumn,26.627,1231.28,0.339,0.298,Normal,prophet,prophet,26,ok
Assam,Hailakandi,Kharif,28.515,2392.34,1.525,0.178,Hotter than normal,prophet,prophet,26,ok
Assam,Hailakandi,Rabi,21.659,527.64,0.652,0.279,Normal,prophet,prophet,26,ok
Assam,Hailakandi,Summer,27.194,1623.41,0.627,0.054,Normal,prophet,prophet,27,ok
Assam,Hailakandi,Whole Year,25.087,3310.9,0.829,-0.15,Normal,prophet,prophet,26,ok
Assam,Hailakandi,Winter,19.697,85.65,0.574,-0.206,Normal,prophet,prophet,26,ok
Assam,Hojai,Autumn,26.3,447.5,0.826,-0.346,Normal,prophet,prophet,26,ok
Assam,Hojai,Kharif,28.331,860.54,1.195,-0.537,Hotter than normal,prophet,prophet,26,ok
Assam,Hojai,Rabi,21.265,214.14,0.395,-0.081,Normal,prophet,prophet,26,ok
Assam,Hojai,Summer,27.272,546.61,0.997,-0.502,Normal,prophet,prophet,27,ok
Assam,Hojai,Whole Year,24.978,1200.94,1.034,-0.773,Hotter than normal,prophet,prophet,26,ok
Assam,Hojai,Winter,19.468,40.85,0.331,-0.328,Normal,prophet,prophet,26,ok
Assam,Jorhat,Autumn,26.17,773.15,0.305,-0.012,Normal,prophet,prophet,26,ok
Assam,Jorhat,Kharif,28.436,1617.29,1.354,-0.031,Hotter than normal,prophet,prophet,26,ok
Assam,Jorhat,Rabi,20.319,351.44,-0.515,0.507,Normal,prophet,prophet,26,ok
Assam,Jorhat,Summer,26.044,1003.52,-0.465,0.12,Normal,prophet,prophet,27,ok
Assam,Jorhat,Whole Year,24.251,2280.1,-0.293,-0.006,Normal,prophet,prophet,26,ok
Assam,Jorhat,Winter,18.507,69.56,-0.381,-0.195,Normal,prophet,prophet,26,ok
Assam,Kamrup,Autumn,26.177,678.22,-0.364,0.034,Normal,prophet,prophet,26,ok
Assam,Kamrup,Kharif,28.569,1469.11,0.719,-0.287,Normal,prophet,prophet,26,ok
Assam,Kamrup,Rabi,20.654,274.77,0.063,0.107,Normal,prophet,prophet,26,ok
Assam,Kamrup,Summer,26.868,1093.28,0.692,-0.042,Normal,prophet,prophet,27,ok
Assam,Kamrup,Whole Year,24.646,2144.82,0.223,-0.3,Normal,prophet,prophet,26,ok
Assam,Kamrup,Winter,18.787,27.13,0.059,-0.425,Normal,prophet,prophet,26,ok
Assam,Kamrup Metropolitan,Autumn,24.758,657.64,-0.547,0.052,Normal,prophet,prophet,26,ok
Assam,Kamrup Metropolitan,Kharif,27.271,1405.4,0.935,-0.308,Normal,prophet,prophet,26,ok
Assam,Kamrup Metropolitan,Rabi,19.08,272.05,-0.234,0.181,Normal,prophet,prophet,26,ok
Assam,Kamrup Metropolitan,Summer,25.389,1058.47,0.819,-0.006,Normal,prophet,prophet,27,ok
Assam,Kamrup Metropolitan,Whole Year,23.163,2065.52,-0.032,-0.289,Normal,prophet,prophet,26,ok
Assam,Kamrup Metropolitan,Winter,17.195,26.0,-0.201,-0.474,Normal,prophet,prophet,26,ok
Assam,Karbi Anglong,Autumn,24.545,588.65,0.111,0.152,Normal,prophet,prophet,26,ok
Assam,Karbi Anglong,Kharif,26.788,1064.55,1.303,-0.239,Hotter than normal,prophet,prophet,26,ok
Assam,Karbi Anglong,Rabi,19.251,242.18,-0.225,0.017,Normal,prophet,prophet,26,ok
Assam,Karbi Anglong,Summer,25.314,560.66,0.797,-0.621,Normal,prophet,prophet,27,ok
Assam,Karbi Anglong,Whole Year,23.154,1416.79,0.604,-0.583,Normal,prophet,prophet,26,ok
Assam,Karbi Anglong,Winter,17.399,51.43,-0.221,-0.24,Normal,prophet,prophet,26,ok
Assam,Karimganj,Autumn,26.627,1231.28,0.339,0.298,Normal,prophet,prophet,26,ok
Assam,Karimganj,Kharif,28.515,2392.34,1.525,0.178,Hotter than normal,prophet,prophet,26,ok
Assam,Karimganj,Rabi,21.659,527.64,0.652,0.279,Normal,prophet,prophet,26,ok
Assam,Karimganj,Summer,27.194,1623.41,0.627,0.054,Normal,prophet,prophet,27,ok
Assam,Karimganj,Whole Year,25.087,3310.9,0.829,-0.15,Normal,prophet,prophet,26,ok
Assam,Karimganj,Winter,19.697,85.65,0.574,-0.206,Normal,prophet,prophet,26,ok
Assam,Kokrajhar,Autumn,25.419,846.24,0.021,0.196,Normal,prophet,prophet,26,ok
Assam,Kokrajhar,Kharif,27.769,1873.66,1.194,0.365,Hotter than normal,prophet,prophet,26,ok
Assam,Kokrajhar,Rabi,19.949,312.72,-0.124,0.53,Normal,prophet,prophet,26,ok
Assam,Kokrajhar,Summer,26.083,1250.14,0.107,0.525,Normal,prophet,prophet,27,ok
Assam,Kokrajhar,Whole Year,23.922,2388.33,0.091,-0.153,Normal,prophet,prophet,26,ok
Assam,Kokrajhar,Winter,18.095,19.92,0.006,-0.179,Normal,prophet,prophet,26,ok
Assam,Lakhimpur,Autumn,26.17,773.15,0.305,-0.012,Normal,prophet,prophet,26,ok
Assam,Lakhimpur,Kharif,28.436,1617.29,1.354,-0.031,Hotter than normal,prophet,prophet,26,ok
Assam,Lakhimpur,Rabi,20.319,351.44,-0.515,0.507,Normal,prophet,prophet,26,ok
Assam,Lakhimpur,Summer,26.044,1003.52,-0.465,0.12,Normal,prophet,prophet,27,ok
Assam,Lakhimpur,Whole Year,24.251,2280.1,-0.293,-0.006,Normal,prophet,prophet,26,ok
Assam,Lakhimpur,Winter,18.507,69.56,-0.381,-0.195,Normal,prophet,prophet,26,ok
Assam,Majuli,Autumn,26.17,773.15,0.305,-0.012,Normal,prophet,prophet,26,ok
Assam,Majuli,Kharif,28.436,1617.29,1.354,-0.031,Hotter than normal,prophet,prophet,26,ok
Assam,Majuli,Rabi,20.319,351.44,-0.515,0.507,Normal,prophet,prophet,26,ok
Assam,Majuli,Summer,26.044,1003.52,-0.465,0.12,Normal,prophet,prophet,27,ok
Assam,Majuli,Whole Year,24.251,2280.1,-0.293,-0.006,Normal,prophet,prophet,26,ok
Assam,Majuli,Winter,18.507,69.56,-0.381,-0.195,Normal,prophet,prophet,26,ok
Assam,Morigaon,Autumn,26.486,439.32,0.771,-0.245,Normal,prophet,prophet,26,ok
Assam,Morigaon,Kharif,28.688,952.62,1.252,-0.373,Hotter than normal,prophet,prophet,26,ok
Assam,Morigaon,Rabi,21.205,221.28,0.393,0.555,Normal,prophet,prophet,26,ok
Assam,Morigaon,Summer,27.131,707.04,0.718,-0.053,Normal,prophet,prophet,27,ok
Assam,Morigaon,Whole Year,24.987,1387.24,0.742,-0.465,Normal,prophet,prophet,26,ok
Assam,Morigaon,Winter,19.414,30.01,0.336,-0.414,Normal,prophet,prophet,26,ok
Assam,Nagaon,Autumn,26.486,439.32,0.771,-0.245,Normal,prophet,prophet,26,ok
Assam,Nagaon,Kharif,28.688,952.62,1.252,-0.373,Hotter than normal,prophet,prophet,26,ok
Assam,Nagaon,Rabi,21.205,221.28,0.393,0.555,Normal,prophet,prophet,26,ok
Assam,Nagaon,Summer,27.131,707.04,0.718,-0.053,Normal,prophet,prophet,27,ok
Assam,Nagaon,Whole Year,24.987,1387.24,0.742,-0.465,Normal,prophet,prophet,26,ok
Assam,Nagaon,Winter,19.414,30.01,0.336,-0.414,Normal,prophet,prophet,26,ok
Assam,Nalbari,Autumn,26.401,473.87,0.42,-0.285,Normal,prophet,prophet,26,ok
Assam,Nalbari,Kharif,28.706,1093.68,1.005,-0.386,Hotter than normal,prophet,prophet,26,ok
Assam,Nalbari,Rabi,20.948,233.39,0.533,0.317,Normal,prophet,prophet,26,ok
Assam,Nalbari,Summer,27.067,929.55,0.901,-0.026,Normal,prophet,prophet,27,ok
Assam,Nalbari,Whole Year,24.864,1661.34,0.766,-0.421,Normal,prophet,prophet,26,ok
Assam,Nalbari,Winter,19.164,22.7,0.478,-0.352,Normal,prophet,prophet,26,ok
Assam,Sivasagar,Autumn,26.17,773.15,0.305,-0.012,Normal,prophet,prophet,26,ok
Assam,Sivasagar,Kharif,28.436,1617.29,1.354,-0.031,Hotter than normal,prophet,prophet,26,ok
Assam,Sivasagar,Rabi,20.319,351.44,-0.515,0.507,Normal,prophet,prophet,26,ok
Assam,Sivasagar,Summer,26.044,1003.52,-0.465,0.12,Normal,prophet,prophet,27,ok
Assam,Sivasagar,Whole Year,24.251,2280.1,-0.293,-0.006,Normal,prophet,prophet,26,ok
Assam,Sivasagar,Winter,18.507,69.56,-0.381,-0.195,Normal,prophet,prophet,26,ok
Assam,Sonitpur,Autumn,21.895,493.63,0.612,-0.162,Normal,prophet,prophet,26,ok
Assam,Sonitpur,Kharif,24.084,1169.54,1.637,0.151,Hotter than normal,prophet,prophet,26,ok
Assam,Sonitpur,Rabi,16.237,242.62,0.336,0.823,Normal,prophet,prophet,26,ok
Assam,Sonitpur,Summer,21.406,802.42,0.168,0.057,Normal,prophet,prophet,27,ok
Assam,Sonitpur,Whole Year,20.018,1636.41,0.697,-0.027,Normal,prophet,prophet,26,ok
Assam,Sonitpur,Winter,14.525,34.15,0.187,-0.347,Normal,prophet,prophet,26,ok
Assam,Tinsukia,Autumn,26.422,894.81,-0.048,0.129,Normal,prophet,prophet,26,ok
Assam,Tinsukia,Kharif,28.776,1866.26,1.439,-0.03,Hotter than normal,prophet,prophet,26,ok
Assam,Tinsukia,Rabi,19.81,446.24,-1.146,0.502,Cooler than normal,prophet,prophet,26,ok
Assam,Tinsukia,Summer,25.721,1231.95,-1.213,0.292,Cooler than normal,prophet,prophet,27,ok
Assam,Tinsukia,Whole Year,24.142,2755.99,-1.14,0.304,Cooler than normal,prophet,prophet,26,ok
Assam,Tinsukia,Winter,17.843,97.93,-1.147,0.002,Cooler than normal,prophet,prophet,26,ok
Assam,Udalguri,Autumn,26.224,468.17,0.479,-0.209,Normal,prophet,prophet,26,ok
Assam,Udalguri,Kharif,28.422,1070.77,0.864,-0.312,Normal,prophet,prophet,26,ok
Assam,Udalguri,Rabi,20.929,232.73,0.422,0.393,Normal,prophet,prophet,26,ok
Assam,Udalguri,Summer,26.821,899.67,0.572,-0.005,Normal,prophet,prophet,27,ok
Assam,Udalguri,Whole Year,24.743,1617.38,0.693,-0.379,Normal,prophet,prophet,26,ok
Assam,Udalguri,Winter,19.149,22.54,0.39,-0.392,Normal,prophet,prophet,26,ok
Assam,West Karbi Anglong,Autumn,25.221,488.82,0.211,-0.202,Normal,prophet,prophet,26,ok
Assam,West Karbi Anglong,Kharif,27.583,997.92,1.363,-0.509,Hotter than normal,prophet,prophet,26,ok
Assam,West Karbi Anglong,Rabi,19.757,225.48,0.147,0.114,Normal,prophet,prophet,26,ok
Assam,West Karbi Anglong,Summer,26.139,731.67,1.428,-0.085,Hotter than normal,prophet,prophet,27,ok
Assam,West Karbi Anglong,Whole Year,23.699,1447.91,0.589,-0.549,Normal,prophet,prophet,26,ok
Assam,West Karbi Anglong,Winter,17.876,29.64,0.094,-0.476,Normal,prophet,prophet,26,ok
Bihar,Araria,Autumn,25.897,817.94,-0.035,0.831,Normal,prophet,prophet,26,ok
Bihar,Araria,Kharif,28.746,1345.44,0.254,0.351,Normal,prophet,prophet,26,ok
Bihar,Araria,Rabi,20.784,177.36,-0.051,0.383,Normal,prophet,prophet,26,ok
Bihar,Araria,Summer,29.899,514.58,0.497,0.259,Normal,prophet,prophet,27,ok
Bihar,Araria,Whole Year,25.338,1587.61,-0.142,0.261,Normal,prophet,prophet,26,ok
Bihar,Araria,Winter,18.213,13.92,-0.311,-0.131,Normal,prophet,prophet,26,ok
Bihar,Arwal,Autumn,25.809,534.87,-0.097,0.258,Normal,prophet,prophet,26,ok
Bihar,Arwal,Kharif,29.904,897.11,0.224,0.031,Normal,prophet,prophet,26,ok
Bihar,Arwal,Rabi,20.732,149.25,-0.225,0.365,Normal,prophet,prophet,26,ok
Bihar,Arwal,Summer,33.067,168.64,0.67,-0.19,Normal,prophet,prophet,27,ok
Bihar,Arwal,Whole Year,26.358,999.02,-0.156,0.063,Normal,prophet,prophet,26,ok
Bihar,Arwal,Winter,18.059,22.96,-0.266,0.09,Normal,prophet,prophet,26,ok
Bihar,Aurangabad,Autumn,25.809,534.87,-0.097,0.258,Normal,prophet,prophet,26,ok
Bihar,Aurangabad,Kharif,29.904,897.11,0.224,0.031,Normal,prophet,prophet,26,ok
Bihar,Aurangabad,Rabi,20.732,149.25,-0.225,0.365,Normal,prophet,prophet,26,ok
Bihar,Aurangabad,Summer,33.067,168.64,0.67,-0.19,Normal,prophet,prophet,27,ok
Bihar,Aurangabad,Whole Year,26.358,999.02,-0.156,0.063,Normal,prophet,prophet,26,ok
Bihar,Aurangabad,Winter,18.059,22.96,-0.266,0.09,Normal,prophet,prophet,26,ok
Bihar,Banka,Autumn,25.549,737.67,-0.236,0.767,Normal,prophet,prophet,26,ok
Bihar,Banka,Kharif,28.887,1180.58,0.513,0.475,Normal,prophet,prophet,26,ok
Bihar,Banka,Rabi,20.669,189.63,-0.094,0.348,Normal,prophet,prophet,26,ok
Bihar,Banka,Summer,31.162,393.87,0.926,0.05,Normal,prophet,prophet,27,ok
Bihar,Banka,Whole Year,25.696,1424.34,0.257,0.524,Normal,prophet,prophet,26,ok
Bihar,Banka,Winter,17.815,23.69,-0.438,0.044,Normal,prophet,prophet,26,ok
Bihar,Begusarai,Autumn,25.921,690.63,-0.392,0.936,Normal,prophet,prophet,26,ok
Bihar,Begusarai,Kharif,29.502,1033.66,0.197,0.23,Normal,prophet,prophet,26,ok
Bihar,Begusarai,Rabi,20.813,141.5,-0.188,0.203,Normal,prophet,prophet,26,ok
Bihar,Begusarai,Summer,31.75,290.81,0.788,-0.075,Normal,prophet,prophet,27,ok
Bihar,Begusarai,Whole Year,26.06,1207.22,0.022,0.277,Normal,prophet,prophet,26,ok
Bihar,Begusarai,Winter,18.17,16.65,-0.255,-0.08,Normal,prophet,prophet,26,ok
Bihar,Bhagalpur,Autumn,25.869,791.28,-0.132,0.86,Normal,prophet,prophet,26,ok
Bihar,Bhagalpur,Kharif,29.116,1302.46,0.352,0.608,Normal,prophet,prophet,26,ok
Bihar,Bhagalpur,Rabi,20.74,185.4,0.029,0.448,Normal,prophet,prophet,26,ok
Bihar,Bhagalpur,Summer,31.037,446.52,0.765,0.168,Normal,prophet,prophet,27,ok
Bihar,Bhagalpur,Whole Year,25.718,1549.6,0.097,0.609,Normal,prophet,prophet,26,ok
Bihar,Bhagalpur,Winter,17.767,17.19,-0.48,-0.05,Normal,prophet,prophet,26,ok
Bihar,Bhojpur,Autumn,26.022,464.21,-0.051,0.275,Normal,prophet,prophet,26,ok
Bihar,Bhojpur,Kharif,30.193,775.99,0.236,-0.071,Normal,prophet,prophet,26,ok
Bihar,Bhojpur,Rabi,20.624,113.12,-0.163,0.206,Normal,prophet,prophet,26,ok
Bihar,Bhojpur,Summer,33.063,146.32,0.792,-0.305,Normal,prophet,prophet,27,ok
Bihar,Bhojpur,Whole Year,26.421,869.66,-0.002,-0.054,Normal,prophet,prophet,26,ok
Bihar,Bhojpur,Winter,17.866,16.7,-0.207,-0.035,Normal,prophet,prophet,26,ok
Bihar,Buxar,Autumn,26.022,464.21,-0.051,0.275,Normal,prophet,prophet,26,ok
Bihar,Buxar,Kharif,30.193,775.99,0.236,-0.071,Normal,prophet,prophet,26,ok
Bihar,Buxar,Rabi,20.624,113.12,-0.163,0.206,Normal,prophet,prophet,26,ok
Bihar,Buxar,Summer,33.063,146.32,0.792,-0.305,Normal,prophet,prophet,27,ok
Bihar,Buxar,Whole Year,26.421,869.66,-0.002,-0.054,Normal,prophet,prophet,26,ok
Bihar,Buxar,Winter,17.866,16.7,-0.207,-0.035,Normal,prophet,prophet,26,ok
Bihar,Darbhanga,Autumn,26.0,758.57,-0.278,1.181,Wetter than normal,prophet,prophet,26,ok
Bihar,Darbhanga,Kharif,29.321,1122.72,0.108,0.338,Normal,prophet,prophet,26,ok
Bihar,Darbhanga,Rabi,20.804,150.92,-0.227,0.38,Normal,prophet,prophet,26,ok
Bihar,Darbhanga,Summer,31.056,348.39,0.54,0.022,Normal,prophet,prophet,27,ok
Bihar,Darbhanga,Whole Year,25.816,1310.63,-0.148,0.305,Normal,prophet,prophet,26,ok
Bihar,Darbhanga,Winter,18.187,13.43,-0.374,-0.156,Normal,prophet,prophet,26,ok
Bihar,East Champaran,Autumn,26.024,605.04,-0.181,0.587,Normal,prophet,prophet,26,ok
Bihar,East Champaran,Kharif,29.64,980.75,0.117,0.027,Normal,prophet,prophet,26,ok
Bihar,East Champaran,Rabi,20.703,129.98,-0.125,0.269,Normal,prophet,prophet,26,ok
Bihar,East Champaran,Summer,31.767,277.33,0.887,-0.126,Normal,prophet,prophet,27,ok
Bihar,East Champaran,Whole Year,26.001,1164.94,0.018,0.097,Normal,prophet,prophet,26,ok
