State,District,Season,forecast_T_Avg,forecast_R_Total,T_Avg_anomaly_z,R_Total_anomaly_z,Climate_Label,method_T_Avg,method_R_Total,history_years,status
Madhya Pradesh,Bhind,Summer,32.314,154.13,-0.118,0.297,Normal,prophet,prophet,27,ok
Madhya Pradesh,Bhind,Whole Year,25.57,1072.42,-1.234,1.067,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Bhind,Winter,16.871,42.98,-0.743,0.3,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bhopal,Autumn,23.429,693.49,-0.836,0.114,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bhopal,Kharif,26.734,1355.85,-0.294,0.285,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bhopal,Rabi,20.619,87.77,-0.125,0.342,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bhopal,Summer,31.127,226.54,0.1,0.274,Normal,prophet,prophet,27,ok
Madhya Pradesh,Bhopal,Whole Year,24.756,1434.43,-0.841,0.332,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bhopal,Winter,18.003,27.44,-0.625,0.174,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bilaspur,Autumn,23.183,642.31,-0.85,0.192,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bilaspur,Kharif,26.743,1172.04,-0.195,0.206,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bilaspur,Rabi,19.997,91.76,-0.336,0.2,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bilaspur,Summer,31.282,236.61,0.44,0.006,Normal,prophet,prophet,27,ok
Madhya Pradesh,Bilaspur,Whole Year,24.508,1300.54,-0.644,0.287,Normal,prophet,prophet,26,ok
Madhya Pradesh,Bilaspur,Winter,17.494,42.84,-0.64,0.184,Normal,prophet,prophet,26,ok
Madhya Pradesh,Burhanpur,Autumn,23.815,669.59,-0.95,0.346,Normal,prophet,prophet,26,ok
Madhya Pradesh,Burhanpur,Kharif,26.593,1244.38,-0.535,0.396,Normal,prophet,prophet,26,ok
Madhya Pradesh,Burhanpur,Rabi,22.564,115.64,-0.206,0.315,Normal,prophet,prophet,26,ok
Madhya Pradesh,Burhanpur,Summer,31.848,215.76,0.172,0.174,Normal,prophet,prophet,27,ok
Madhya Pradesh,Burhanpur,Whole Year,25.715,1325.39,-1.054,0.501,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Burhanpur,Winter,20.392,31.25,-0.673,0.245,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhatarpur,Autumn,24.448,534.73,-0.844,0.251,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhatarpur,Kharif,28.4,1059.38,-0.973,0.459,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhatarpur,Rabi,19.89,91.16,-0.59,0.471,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhatarpur,Summer,32.273,183.3,0.065,0.255,Normal,prophet,prophet,27,ok
Madhya Pradesh,Chhatarpur,Whole Year,25.354,1144.42,-1.01,0.532,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Chhatarpur,Winter,17.238,30.58,-0.656,0.081,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhindwara,Autumn,22.536,692.69,-0.791,0.235,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhindwara,Kharif,25.52,1323.38,-0.108,0.411,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhindwara,Rabi,20.912,102.58,-0.035,0.178,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhindwara,Summer,30.355,217.19,0.167,-0.009,Normal,prophet,prophet,27,ok
Madhya Pradesh,Chhindwara,Whole Year,24.255,1423.74,-0.764,0.439,Normal,prophet,prophet,26,ok
Madhya Pradesh,Chhindwara,Winter,18.742,35.9,-0.484,0.135,Normal,prophet,prophet,26,ok
Madhya Pradesh,Damoh,Autumn,23.68,616.44,-0.873,0.136,Normal,prophet,prophet,26,ok
Madhya Pradesh,Damoh,Kharif,27.386,1204.33,-0.494,0.227,Normal,prophet,prophet,26,ok
Madhya Pradesh,Damoh,Rabi,20.177,86.47,-0.298,0.496,Normal,prophet,prophet,26,ok
Madhya Pradesh,Damoh,Summer,31.795,219.21,0.247,0.215,Normal,prophet,prophet,27,ok
Madhya Pradesh,Damoh,Whole Year,24.918,1293.16,-0.819,0.265,Normal,prophet,prophet,26,ok
Madhya Pradesh,Damoh,Winter,17.429,31.01,-0.665,0.062,Normal,prophet,prophet,26,ok
Madhya Pradesh,Datia,Autumn,24.822,509.5,-0.902,0.603,Normal,prophet,prophet,26,ok
Madhya Pradesh,Datia,Kharif,28.913,1036.41,-1.294,0.954,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Datia,Rabi,19.669,102.69,-0.705,0.556,Normal,prophet,prophet,26,ok
Madhya Pradesh,Datia,Summer,32.286,167.95,-0.216,0.3,Normal,prophet,prophet,27,ok
Madhya Pradesh,Datia,Whole Year,25.517,1127.07,-1.314,1.13,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Datia,Winter,16.903,34.71,-0.818,0.155,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dewas,Autumn,23.284,654.75,-0.814,0.26,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dewas,Kharif,26.374,1167.8,-0.135,0.307,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dewas,Rabi,21.152,75.73,-0.061,0.4,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dewas,Summer,31.0,176.71,0.185,0.113,Normal,prophet,prophet,27,ok
Madhya Pradesh,Dewas,Whole Year,24.904,1240.15,-0.56,0.4,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dewas,Winter,18.782,18.01,-0.526,0.003,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dhar,Autumn,23.834,636.82,-1.003,0.461,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Dhar,Kharif,26.594,1069.04,-0.644,0.638,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dhar,Rabi,22.331,80.67,-0.313,0.365,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dhar,Summer,31.306,163.62,0.26,0.07,Normal,prophet,prophet,27,ok
Madhya Pradesh,Dhar,Whole Year,25.63,1119.51,-0.677,0.675,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dhar,Winter,20.204,16.13,-0.687,0.105,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dindori,Autumn,22.422,676.47,-0.856,0.24,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dindori,Kharif,25.819,1263.38,-0.179,0.323,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dindori,Rabi,19.56,103.18,-0.298,0.127,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dindori,Summer,30.483,266.34,0.461,0.008,Normal,prophet,prophet,27,ok
Madhya Pradesh,Dindori,Whole Year,23.806,1404.79,-0.644,0.366,Normal,prophet,prophet,26,ok
Madhya Pradesh,Dindori,Winter,17.106,47.64,-0.649,0.135,Normal,prophet,prophet,26,ok
Madhya Pradesh,Guna,Autumn,23.244,577.8,-1.003,0.278,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Guna,Kharif,26.759,1159.73,-0.999,0.548,Normal,prophet,prophet,26,ok
Madhya Pradesh,Guna,Rabi,19.781,88.09,-0.371,0.494,Normal,prophet,prophet,26,ok
Madhya Pradesh,Guna,Summer,30.805,202.62,-0.08,0.418,Normal,prophet,prophet,27,ok
Madhya Pradesh,Guna,Whole Year,24.429,1202.88,-1.071,0.489,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Guna,Winter,17.142,35.99,-0.708,0.243,Normal,prophet,prophet,26,ok
Madhya Pradesh,Gwalior,Autumn,24.359,462.4,-1.185,0.567,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Gwalior,Kharif,28.332,1053.74,-1.448,1.229,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Gwalior,Rabi,19.591,96.72,-0.878,0.576,Normal,prophet,prophet,26,ok
Madhya Pradesh,Gwalior,Summer,31.736,147.34,-0.472,0.254,Normal,prophet,prophet,27,ok
Madhya Pradesh,Gwalior,Whole Year,25.135,1140.75,-1.72,1.401,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Gwalior,Winter,16.835,35.2,-1.09,0.197,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Harda,Autumn,23.991,728.58,-0.98,0.242,Normal,prophet,prophet,26,ok
Madhya Pradesh,Harda,Kharif,26.866,1374.32,-0.3,0.378,Normal,prophet,prophet,26,ok
Madhya Pradesh,Harda,Rabi,22.778,109.95,-0.206,0.275,Normal,prophet,prophet,26,ok
Madhya Pradesh,Harda,Summer,32.143,209.2,0.211,0.117,Normal,prophet,prophet,27,ok
Madhya Pradesh,Harda,Whole Year,25.949,1454.77,-1.075,0.431,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Harda,Winter,20.698,31.29,-0.642,0.19,Normal,prophet,prophet,26,ok
Madhya Pradesh,Indore,Autumn,23.649,674.53,-0.969,0.418,Normal,prophet,prophet,26,ok
Madhya Pradesh,Indore,Kharif,26.57,1150.97,-0.461,0.598,Normal,prophet,prophet,26,ok
Madhya Pradesh,Indore,Rabi,21.877,82.33,-0.288,0.409,Normal,prophet,prophet,26,ok
Madhya Pradesh,Indore,Summer,31.32,175.26,0.119,0.178,Normal,prophet,prophet,27,ok
Madhya Pradesh,Indore,Whole Year,25.381,1210.88,-0.787,0.665,Normal,prophet,prophet,26,ok
Madhya Pradesh,Indore,Winter,19.601,19.03,-0.703,0.142,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jabalpur,Autumn,23.186,697.09,-0.843,0.166,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jabalpur,Kharif,26.639,1321.31,-0.247,0.295,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jabalpur,Rabi,20.448,92.28,-0.281,0.315,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jabalpur,Summer,31.499,254.11,0.383,0.07,Normal,prophet,prophet,27,ok
Madhya Pradesh,Jabalpur,Whole Year,24.695,1432.57,-0.757,0.347,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jabalpur,Winter,17.954,40.97,-0.701,0.149,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jhabua,Autumn,23.381,668.92,-1.05,0.474,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Jhabua,Kharif,26.135,1135.81,-0.562,0.774,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jhabua,Rabi,21.622,79.96,-0.118,0.366,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jhabua,Summer,30.602,185.05,0.267,0.206,Normal,prophet,prophet,27,ok
Madhya Pradesh,Jhabua,Whole Year,25.001,1193.78,-0.55,0.794,Normal,prophet,prophet,26,ok
Madhya Pradesh,Jhabua,Winter,19.469,16.54,-0.525,0.138,Normal,prophet,prophet,26,ok
Madhya Pradesh,Katni,Autumn,23.504,661.1,-0.839,0.147,Normal,prophet,prophet,26,ok
Madhya Pradesh,Katni,Kharif,27.134,1240.04,-0.199,0.213,Normal,prophet,prophet,26,ok
Madhya Pradesh,Katni,Rabi,20.357,82.03,-0.294,0.298,Normal,prophet,prophet,26,ok
Madhya Pradesh,Katni,Summer,31.796,236.01,0.421,0.074,Normal,prophet,prophet,27,ok
Madhya Pradesh,Katni,Whole Year,24.88,1347.22,-0.722,0.285,Normal,prophet,prophet,26,ok
Madhya Pradesh,Katni,Winter,17.763,38.37,-0.69,0.213,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khandwa,Autumn,23.991,728.58,-0.98,0.242,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khandwa,Kharif,26.866,1374.32,-0.3,0.378,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khandwa,Rabi,22.778,109.95,-0.206,0.275,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khandwa,Summer,32.143,209.2,0.211,0.117,Normal,prophet,prophet,27,ok
Madhya Pradesh,Khandwa,Whole Year,25.949,1454.77,-1.075,0.431,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Khandwa,Winter,20.698,31.29,-0.642,0.19,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khargone,Autumn,24.055,637.28,-1.062,0.438,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Khargone,Kharif,26.977,1083.86,-0.708,0.452,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khargone,Rabi,22.58,89.29,-0.332,0.397,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khargone,Summer,31.945,172.57,0.105,0.197,Normal,prophet,prophet,27,ok
Madhya Pradesh,Khargone,Whole Year,25.956,1143.45,-0.897,0.528,Normal,prophet,prophet,26,ok
Madhya Pradesh,Khargone,Winter,20.363,25.26,-0.722,0.35,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandla,Autumn,22.621,692.89,-0.834,0.256,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandla,Kharif,25.734,1321.02,-0.233,0.464,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandla,Rabi,20.526,119.82,-0.001,0.168,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandla,Summer,30.413,287.82,0.319,0.011,Normal,prophet,prophet,27,ok
Madhya Pradesh,Mandla,Whole Year,24.168,1488.74,-0.559,0.455,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandla,Winter,18.181,50.69,-0.484,0.069,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandsaur,Autumn,24.458,499.98,-0.418,0.095,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandsaur,Kharif,27.443,912.31,-0.88,0.198,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandsaur,Rabi,20.966,78.19,-0.033,0.472,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandsaur,Summer,31.235,173.99,-0.076,0.432,Normal,prophet,prophet,27,ok
Madhya Pradesh,Mandsaur,Whole Year,25.454,984.46,-0.341,0.277,Normal,prophet,prophet,26,ok
Madhya Pradesh,Mandsaur,Winter,18.531,29.69,-0.234,0.367,Normal,prophet,prophet,26,ok
Madhya Pradesh,Morena,Autumn,24.91,470.72,-0.946,0.604,Normal,prophet,prophet,26,ok
Madhya Pradesh,Morena,Kharif,28.924,947.94,-1.366,0.88,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Morena,Rabi,19.728,96.0,-0.678,0.561,Normal,prophet,prophet,26,ok
Madhya Pradesh,Morena,Summer,32.18,142.38,-0.249,0.261,Normal,prophet,prophet,27,ok
Madhya Pradesh,Morena,Whole Year,25.506,1051.5,-1.43,1.108,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Morena,Winter,16.985,39.09,-0.823,0.28,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narmadapuram,Autumn,23.67,742.43,-0.877,0.137,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narmadapuram,Kharif,26.62,1420.68,-0.205,0.287,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narmadapuram,Rabi,21.917,92.34,-0.218,0.251,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narmadapuram,Summer,31.573,201.59,0.258,0.012,Normal,prophet,prophet,27,ok
Madhya Pradesh,Narmadapuram,Whole Year,25.394,1496.07,-0.865,0.314,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narmadapuram,Winter,19.835,31.37,-0.563,0.215,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narsinghpur,Autumn,23.602,705.42,-0.866,0.158,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narsinghpur,Kharif,27.067,1326.42,-0.159,0.315,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narsinghpur,Rabi,20.972,85.15,-0.302,0.475,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narsinghpur,Summer,31.946,228.32,0.285,0.066,Normal,prophet,prophet,27,ok
Madhya Pradesh,Narsinghpur,Whole Year,25.188,1416.24,-0.847,0.361,Normal,prophet,prophet,26,ok
Madhya Pradesh,Narsinghpur,Winter,18.483,36.49,-0.739,0.211,Normal,prophet,prophet,26,ok
Madhya Pradesh,Neemuch,Autumn,24.022,550.04,-0.477,0.208,Normal,prophet,prophet,26,ok
Madhya Pradesh,Neemuch,Kharif,26.935,976.55,-0.871,0.363,Normal,prophet,prophet,26,ok
Madhya Pradesh,Neemuch,Rabi,20.816,86.27,0.111,0.384,Normal,prophet,prophet,26,ok
Madhya Pradesh,Neemuch,Summer,30.803,188.73,0.014,0.461,Normal,prophet,prophet,27,ok
Madhya Pradesh,Neemuch,Whole Year,25.088,1051.69,-0.244,0.445,Normal,prophet,prophet,26,ok
Madhya Pradesh,Neemuch,Winter,18.485,28.79,-0.099,0.254,Normal,prophet,prophet,26,ok
Madhya Pradesh,Niwari,Autumn,24.578,500.81,-0.972,0.534,Normal,prophet,prophet,26,ok
Madhya Pradesh,Niwari,Kharif,28.601,1062.66,-1.289,1.009,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Niwari,Rabi,19.688,94.92,-0.787,0.547,Normal,prophet,prophet,26,ok
Madhya Pradesh,Niwari,Summer,32.163,174.24,-0.317,0.321,Normal,prophet,prophet,27,ok
Madhya Pradesh,Niwari,Whole Year,25.379,1154.41,-1.448,1.187,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Niwari,Winter,16.966,28.21,-0.892,0.016,Normal,prophet,prophet,26,ok
Madhya Pradesh,Panna,Autumn,23.898,574.67,-0.672,0.106,Normal,prophet,prophet,26,ok
Madhya Pradesh,Panna,Kharif,27.657,1087.56,-0.551,0.083,Normal,prophet,prophet,26,ok
Madhya Pradesh,Panna,Rabi,19.566,84.09,-0.514,0.315,Normal,prophet,prophet,26,ok
Madhya Pradesh,Panna,Summer,31.754,224.9,0.217,0.143,Normal,prophet,prophet,27,ok
Madhya Pradesh,Panna,Whole Year,24.743,1215.21,-0.896,0.18,Normal,prophet,prophet,26,ok
Madhya Pradesh,Panna,Winter,16.966,37.01,-0.585,0.213,Normal,prophet,prophet,26,ok
Madhya Pradesh,Raisen,Autumn,23.38,644.1,-0.902,0.069,Normal,prophet,prophet,26,ok
Madhya Pradesh,Raisen,Kharif,26.811,1240.92,-0.48,0.123,Normal,prophet,prophet,26,ok
Madhya Pradesh,Raisen,Rabi,20.552,82.26,-0.226,0.322,Normal,prophet,prophet,26,ok
Madhya Pradesh,Raisen,Summer,31.341,211.75,0.101,0.184,Normal,prophet,prophet,27,ok
Madhya Pradesh,Raisen,Whole Year,24.836,1310.18,-0.83,0.153,Normal,prophet,prophet,26,ok
Madhya Pradesh,Raisen,Winter,17.978,23.76,-0.637,0.051,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rajgarh,Autumn,23.947,516.63,-0.743,0.123,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rajgarh,Kharif,27.266,937.74,-0.715,0.025,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rajgarh,Rabi,21.141,72.69,-0.067,0.421,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rajgarh,Summer,31.626,170.87,0.084,0.315,Normal,prophet,prophet,27,ok
Madhya Pradesh,Rajgarh,Whole Year,25.431,994.17,-0.551,0.037,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rajgarh,Winter,18.649,28.98,-0.411,0.253,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ratlam,Autumn,23.565,650.32,-1.075,0.448,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Ratlam,Kharif,26.425,1115.73,-0.591,0.732,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ratlam,Rabi,21.465,80.4,-0.019,0.38,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ratlam,Summer,30.751,189.58,0.175,0.27,Normal,prophet,prophet,27,ok
Madhya Pradesh,Ratlam,Whole Year,25.078,1177.09,-0.477,0.742,Normal,prophet,prophet,26,ok
Madhya Pradesh,Ratlam,Winter,19.237,22.5,-0.407,0.395,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rewa,Autumn,24.729,521.59,-0.503,0.144,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rewa,Kharif,28.682,967.29,-0.324,0.24,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rewa,Rabi,20.198,84.82,-0.286,0.352,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rewa,Summer,32.773,190.71,0.496,0.091,Normal,prophet,prophet,27,ok
Madhya Pradesh,Rewa,Whole Year,25.579,1077.34,-0.55,0.342,Normal,prophet,prophet,26,ok
Madhya Pradesh,Rewa,Winter,17.542,25.63,-0.315,-0.067,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sagar,Autumn,23.342,635.46,-0.925,0.154,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sagar,Kharif,26.944,1256.29,-0.583,0.347,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sagar,Rabi,20.098,88.32,-0.187,0.426,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sagar,Summer,31.329,219.34,0.196,0.366,Normal,prophet,prophet,27,ok
Madhya Pradesh,Sagar,Whole Year,24.641,1313.01,-0.823,0.299,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sagar,Winter,17.359,31.43,-0.626,0.145,Normal,prophet,prophet,26,ok
Madhya Pradesh,Satna,Autumn,23.941,564.23,-0.567,0.092,Normal,prophet,prophet,26,ok
Madhya Pradesh,Satna,Kharif,27.68,1045.71,-0.431,0.035,Normal,prophet,prophet,26,ok
Madhya Pradesh,Satna,Rabi,19.62,79.87,-0.41,0.212,Normal,prophet,prophet,26,ok
Madhya Pradesh,Satna,Summer,31.925,234.14,0.396,0.103,Normal,prophet,prophet,27,ok
Madhya Pradesh,Satna,Whole Year,24.823,1189.71,-0.68,0.153,Normal,prophet,prophet,26,ok
Madhya Pradesh,Satna,Winter,17.021,36.63,-0.468,0.173,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sehore,Autumn,23.445,704.72,-0.829,0.154,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sehore,Kharif,26.637,1356.21,-0.304,0.296,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sehore,Rabi,21.211,84.94,-0.158,0.344,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sehore,Summer,31.537,209.59,0.221,0.141,Normal,prophet,prophet,27,ok
Madhya Pradesh,Sehore,Whole Year,25.11,1425.42,-0.719,0.337,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sehore,Winter,18.794,22.61,-0.621,0.053,Normal,prophet,prophet,26,ok
Madhya Pradesh,Seoni,Autumn,23.099,701.85,-0.821,0.191,Normal,prophet,prophet,26,ok
Madhya Pradesh,Seoni,Kharif,26.355,1354.64,-0.34,0.405,Normal,prophet,prophet,26,ok
Madhya Pradesh,Seoni,Rabi,20.786,110.43,-0.107,0.312,Normal,prophet,prophet,26,ok
Madhya Pradesh,Seoni,Summer,31.195,264.46,0.227,0.043,Normal,prophet,prophet,27,ok
Madhya Pradesh,Seoni,Whole Year,24.637,1500.31,-0.764,0.476,Normal,prophet,prophet,26,ok
Madhya Pradesh,Seoni,Winter,18.304,43.87,-0.626,0.075,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shahdol,Autumn,23.326,631.41,-0.828,0.318,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shahdol,Kharif,26.85,1138.02,-0.129,0.313,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shahdol,Rabi,19.881,103.98,-0.469,0.119,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shahdol,Summer,31.191,242.15,0.446,-0.086,Normal,prophet,prophet,27,ok
Madhya Pradesh,Shahdol,Whole Year,24.566,1281.46,-0.558,0.38,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shahdol,Winter,17.542,47.18,-0.553,0.177,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shajapur,Autumn,23.65,598.2,-0.69,0.114,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shajapur,Kharif,26.886,1147.32,-0.245,0.185,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shajapur,Rabi,21.118,76.87,-0.024,0.361,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shajapur,Summer,31.33,193.27,0.09,0.185,Normal,prophet,prophet,27,ok
Madhya Pradesh,Shajapur,Whole Year,25.166,1205.67,-0.505,0.203,Normal,prophet,prophet,26,ok
Madhya Pradesh,Shajapur,Winter,18.663,20.27,-0.447,-0.03,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sheopur,Autumn,24.02,483.39,-1.09,0.542,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Sheopur,Kharif,27.78,1066.97,-1.269,0.974,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Sheopur,Rabi,19.738,90.81,-0.866,0.496,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sheopur,Summer,31.417,151.6,-0.478,0.285,Normal,prophet,prophet,27,ok
Madhya Pradesh,Sheopur,Whole Year,25.013,1183.02,-1.674,1.207,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Sheopur,Winter,17.16,41.45,-1.059,0.401,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Shivpuri,Autumn,23.964,459.9,-1.347,0.471,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Shivpuri,Kharif,27.918,1144.21,-1.478,1.333,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Shivpuri,Rabi,19.51,91.14,-1.128,0.546,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Shivpuri,Summer,31.577,149.96,-0.568,0.256,Normal,prophet,prophet,27,ok
Madhya Pradesh,Shivpuri,Whole Year,24.983,1252.98,-1.805,1.552,Cooler & Wetter than normal,prophet,prophet,26,ok
Madhya Pradesh,Shivpuri,Winter,16.83,34.34,-1.32,0.187,Cooler than normal,prophet,prophet,26,ok
Madhya Pradesh,Sidhi,Autumn,23.619,582.79,-0.563,0.2,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sidhi,Kharif,27.27,1037.78,-0.027,0.155,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sidhi,Rabi,19.737,107.95,-0.456,0.234,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sidhi,Summer,31.507,206.45,0.516,-0.071,Normal,prophet,prophet,27,ok
Madhya Pradesh,Sidhi,Whole Year,24.697,1157.18,-0.494,0.231,Normal,prophet,prophet,26,ok
Madhya Pradesh,Sidhi,Winter,17.378,32.65,-0.465,-0.07,Normal,prophet,prophet,26,ok
Madhya Pradesh,Singrauli,Autumn,23.828,598.58,-0.602,0.255,Normal,prophet,prophet,26,ok
Madhya Pradesh,Singrauli,Kharif,27.461,1083.64,-0.064,0.313,Normal,prophet,prophet,26,ok
Madhya Pradesh,Singrauli,Rabi,19.987,93.19,-0.437,0.137,Normal,prophet,prophet,26,ok
Madhya Pradesh,Singrauli,Summer,31.699,207.29,0.551,-0.066,Normal,prophet,prophet,27,ok
Madhya Pradesh,Singrauli,Whole Year,24.918,1202.86,-0.49,0.378,Normal,prophet,prophet,26,ok
Madhya Pradesh,Singrauli,Winter,17.619,35.36,-0.454,0.011,Normal,prophet,prophet,26,ok
Madhya Pradesh,Tikamgarh,Autumn,24.147,530.24,-0.968,0.417,Normal,prophet,prophet,26,ok
Madhya Pradesh,Tikamgarh,Kharif,28.065,1065.47,-1.196,0.603,Cooler than normal,prophet,prophet,26,ok
